date,min,max,median,q1,q3,stdev,count
2025-08-31T00:00:00.000Z,8.63,31.9,20.92,16.67,25.64,5.525,24
2025-09-01T00:00:00.000Z,5.69,15.24,11.2,8.81,12.81,2.685,24
2025-09-02T00:00:00.000Z,5.22,26.08,14.09,8.74,15.57,5.176,24
2025-09-03T00:00:00.000Z,10.18,45.48,25.5,21.55,31.85,7.583,23
2025-09-04T00:00:00.000Z,7.72,23.56,14.72,11.56,20.12,4.82,24
2025-09-05T00:00:00.000Z,9.78,48.13,22.81,16.84,28.39,9.598,24
2025-09-06T00:00:00.000Z,10.42,51.47,23.03,15.63,29.31,11.122,24
2025-09-07T00:00:00.000Z,10.72,36.96,18.73,12.47,24.57,7.277,24
2025-09-08T00:00:00.000Z,7.53,32.51,18.27,11.48,22.22,6.431,24
2025-09-09T00:00:00.000Z,7.06,26.46,10.95,8.77,15.51,4.766,24
2025-09-10T00:00:00.000Z,4.21,24.27,8.98,5.68,13.09,5.688,24
2025-09-11T00:00:00.000Z,4.63,39.81,9.17,5.87,17.69,9.718,24
2025-09-12T00:00:00.000Z,4.87,62.96,18.64,9.46,25.6,12.836,24
2025-09-13T00:00:00.000Z,9.02,48.45,23.82,18.23,33.59,10.249,24
2025-09-14T00:00:00.000Z,7.01,116.49,12.57,8.14,19.64,24.16,24
2025-09-15T00:00:00.000Z,6.94,71.81,16.55,10.9,25.79,17.29,24
2025-09-16T00:00:00.000Z,7.54,25.74,15.31,10.88,21.38,5.488,23
2025-09-17T00:00:00.000Z,5.66,26.75,9.55,6.14,14.78,5.938,24
2025-09-18T00:00:00.000Z,5.34,22.26,11.03,8.96,15.95,4.808,24
2025-09-19T00:00:00.000Z,5.94,29.58,10.46,7.29,17.32,6.438,24
2025-09-20T00:00:00.000Z,6.77,32.7,12.9,8.41,17.41,6.855,24
2025-09-21T00:00:00.000Z,7.59,37.34,15.36,9.31,24.65,9.712,24
2025-09-22T00:00:00.000Z,23.24,190.22,120.53,50.95,177.6,60.888,24
